name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu,type
Fujian Express,Yes,No,3.7 /5,38,"Varthur Main Road, Whitefield","Takeaway, Delivery","Chinese, Thai",200,"['Crispy Chilly Baby Corn', 'Chilli Chicken', 'Drums Of Heaven', 'Dragon Chicken', 'Chicken Lollypop', 'Chicken Fried Rice', 'Chicken Noodles', 'Chilli Garlic Chicken Noodles', 'Chicken American Chopsuey', 'Combo 5', 'Combo 2', 'Combo 1', 'Combo 5', 'Combo 6', 'Combo 9', 'Combo 10', 'Crispy Chilly Baby Corn', 'American Corn And Salt And Pepper', 'Chilly Babycorn', 'Mushroom Pepper', 'Pepper Chicken', 'Chilli Chicken', 'Salt Pepper Fish', 'Spring Rolls-veg', 'Dragon Rolls-veg', 'Fried Wontons-veg', 'Crispy Chilli Potato', 'Szechuan Paneer', 'Gobi Manchurian', 'Spring Rolls-non Veg', 'Dragon Rolls', 'Fried Wontons', 'Thai Red Wings', 'Thai Basil Chicken', 'Drums Of Heaven', 'Dragon Chicken', 'Sweet And Spicy Crispy Chicken', 'Lemon Basil Chicken', 'Thai Fried Chicken', 'Fried Chicken Wings', 'Chicken Lollypop', 'Chicken Meat Ball', 'Szechuan Chicken', 'Pan Fry Chilly Fish', 'Szechuan Prawn', 'Crispy Fish In Sweet Chilli Sauce And Basil', 'Chinese Veal', 'Spicy Lemon Corriander Soup(veg)', 'Lemon Pepper Soup(non Veg)', 'Spicy Lemon Corriander Soup(non Veg)', 'Clear Soup(veg)', 'Noodles Soup(veg)', 'Lemon Pepper Soup(veg)', 'Sweetcorn Soup(veg)', 'Manchow Soup(veg)', 'Hot & Sour Soup(veg)', 'Wonton Soup(veg)', 'Talumein Soup(veg)', 'Tom Yam Soup(veg)', 'Mushroom Soup (veg)', 'Tom Kha Soup(veg)', 'Clear Soup(non Veg)', 'Noodles Soup(non Veg)', 'Sweetcorn Soup(non Veg)', 'Manchow Soup(non Veg)', 'Hot & Sour Soup(non Veg)', 'Wonton Soup(non Veg)', 'Talumein Soup(non Veg)', 'Tom Yam Soup(non Veg)', 'Chicken Mushroom Soup(non Veg)', 'Tom Kha Soup(non Veg)', 'Veggie Steam Momo', 'Veggie Szechuan Momo', 'Veggie Fried Momo', 'Veggie Szechuan Fried Momo', 'Chicken Steam Momo', 'Chicken Szechuan Momo', 'Chicken Fried Momo', 'Chicken Szechuan Fried Momo', 'Chilli Garlic Veg Fried Rice', 'Chilli Garlic Egg Fried Rice', 'Chilli Garlic Prawns Fried Rice', 'Chilli Garlic Mix Fried Rice', 'Veg Fried Rice', 'Mushroom Fried Rice', 'Szechuan Veg Fried Rice', 'Ginger Capscicum Fried Rice', 'Singapore Veg Fried Rice', 'Thai Basil Rice', 'Nasi Goreng Rice', 'Egg Fried Rice', 'Szechuan Egg Fried Rice', 'Ginger Capscicum Eggfried Rice', 'Singapore Egg Fried Rice', 'Thai Basil Egg Rice', 'Nasi Goreng Egg Rice', 'Chicken Fried Rice', 'Szechuan Chicken Fried Rice', 'Ginger Capscicum Chicken Fried Rice', 'Chilli Garlic Chicken Fried Rice', 'Singapore Chicken Fried Rice', 'Thai Basil Chicken Rice', 'Nasi Goreng Chicken Rice', 'Prawns Fried Rice', 'Szechuan Prawn Fried Rice', 'Ginger Capscicum Prawns Fried Rice', 'Singapore Prawns Fried Rice', 'Thai Basil Prawns Rice', 'Nasi Goreng Prawns Rice', 'Mix Fried Rice', 'Szechuan Mix Fried Rice', 'Ginger Capscicum Mix Fried Rice', 'Singapore Mix Fried Rice', 'Thai Basil Mix Rice', 'Nasi Goreng Mix Rice', 'Chilli Garlic Veg Noodles', 'Chilli Garlic Egg Noodles', 'Chilli Garlic Prawns Noodles', 'Chilli Garlic Mix Noodles', 'Veg Noodles', 'Mushroom Noodles', 'Szechuan Veg Noodles', 'Ginger Capsicum Veg Noodles', 'Singapore Veg Noodles', 'Malaysian Noodles-veg', 'Thai Basil Noodles', 'Nasi Gereng Veg Noodles', 'Egg Noodles', 'Szechuan Egg Noodles', 'Ginger Capscicum Egg Noodles', 'Singapore Egg Noodles', 'Malaysian Noodles-egg', 'Thai Basil Egg Noodles', 'Nasi Gereng Egg Noodles', 'Chicken Noodles', 'Szechuan Chicken Noodles', 'Ginger Capscicum Chicken Noodles', 'Chilli Garlic Chicken Noodles', 'Singapore Chicken Noodles', 'Malaysian Noodles-chicken', 'Thai Basil Chicken Noodles', 'Nasi Gereng Chicken Noodles', 'Prawns Noodles', 'Szechuan Prawns Noodles', 'Ginger Capscicum Prawns Noodles', 'Singapore Prawns Noodles', 'Malaysian Noodles-prawn', 'Thai Basil Prawns Noodles', 'Nasi Gereng Prawns Noodles', 'Mix Noodles', 'Szechuan Mix Noodles', 'Ginger Capscicum Mix Noodles', 'Singapore Mix Noodles', 'Malaysian Noodles-mix', 'Thai Basil Mix Noodles', 'Nasi Gereng Mix Noodles', 'Paneer Manchurian', 'Veg Manchurian', 'Szechuan Vegetables', 'Babycorn Manchurian', 'Thai Red Curry-veg', 'Thai Red Curry-non Veg', 'Thai Green Curry-veg', 'Thai Green Curry-non Veg', 'Garlic Chicken', 'Chilli Chicken Gravy', 'Chicken Manchurian', 'Hunan Chicken', 'Szechuan Fish', 'Hunan Fish', 'Garlic Fish', 'Garlic Prawn', 'Paneer Steak Sizzler', 'Manchurian Sizzler', 'Veg Momo Sizzler', 'Paneer/mushroom Sizzler', 'Veg Mangolian Sizzler', 'Chicken Sizzler', 'Fish Sizzler', 'Prawn Sizzler', 'Chicken Momo Sizzler.', 'Fish/prawn Sizzler Momo', 'Veg Chinese Chopsuey', 'Chicken Chinese Chopsuey', 'Prawn Chinese Chopsuey', 'Mixed Chinese Chosuey', 'Veg American Chopsuey', 'Chicken American Chopsuey', 'Prawn American Chopsuey', 'Mixed American Chopsuey', 'Veg Combo', 'Soup Combo Rice', 'Fujian Combo Veg', 'Soup Combo Noodles', 'Fujian Momo Combo Veg', 'Chicken Combo', 'Fujian Momo Combo Chicken', 'Fujian Combo Non Veg']",Delivery
KBC - Kebab Biryani Curry,Yes,No,3.4 /5,38,KR Puram,Quick Bites,"North Indian, Chinese, Kebab, Biryani",400,"['Chicken 65', 'Chicken Shwarma Roll', 'Chicken Kabab', 'Boneless Chicken Kabab', 'Kbc Bbq Wings', 'Lollipop Wings', 'Tandoori Chicken', 'KBC Grilled', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', '2 Egg Biryani', 'Chicken Fry Piece Biryani', 'Boneless Chicken Biryani', '2 Tandoori Kalmi Biryani', 'Paneer Butter Masala', 'Boneless Chicken Curry', 'Veg Biryani Combo', 'Ghee Rice Chicken Pepper kebab Combo', 'Chicken Fry Piece Biryani Combo', 'Boneless Chicken Biryani Combo', 'Chicken Biryani with Liver Fry Combo', 'Masala Fries', 'Egg 65', 'Chicken 65', 'Chicken Shwarma Roll', 'Chicken Kabab', 'Boneless Chicken Kabab', 'Kalmi Fry [2 Pieces]', 'Rohu Fish [2 Pieces]', 'Mackerial Fish Fry', 'Tawa Fried Fish [3 Pieces]', 'Prawn 65', 'Kbc Bbq Wings', 'Lemon Garlic Wings', 'Drums of Heaven', 'Lollipop Wings', 'Wings 65', 'Tandoori Wings', 'Peri Peri Wings', 'Gobi Tikka', 'Mushroom Tikka', 'Chicken Pudina Tikka', 'Chicken Tikka', 'Tandoori Chicken', 'Tandoori Kalmi [2 Pieces]', 'Tandoori Mackerial', 'Per Peri Grilled', 'Murgh Malai Tikka', 'Tandoori Leg', 'KBC Grilled', 'Paneer Butter Masala', 'Boneless Chicken Curry', 'Chicken Vepudd', 'Fish Curry', 'Roti', 'Naan', 'Rumali Roti', 'Kulcha', 'Butter Naan', 'Garlic Naan', 'Garlic Butter Naan', '2 Parotta', 'Plain Rice', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', '2 Egg Biryani', 'Chicken Fry Piece Biryani', 'Boneless Chicken Biryani', '2 Tandoori Kalmi Biryani', '2 Fry Kalmi Piece Biryani', 'Kushka Biryani Rice', 'Boneless Tikka Biryani', 'Veg Fried Rice', 'Gobi Fried Rice', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Schezwan Fried Rice', 'Schezwan Gobi Fried Rice', 'Schezwan Mushroom Fried Rice', 'Schezwan Paneer Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Singapore Chicken Fried Rice', 'Triple Chicken Fried Rice', 'Veg Hakka Noodles', 'Gobi Noodles', 'Mushroom Noodles', 'Paneer Noodles', 'Schezwan Noodles', 'Schezwan Gobi Fried Noodles', 'Schezwan Mushroom Noodles', 'Schezwan Paneer Noodles', 'Egg Noodles', 'Non Veg American Chopsey Chicken Noodles', 'Chicken Noodles', 'Sechzwan chicken Noodles', 'Singapore Chicken Noodles', 'Gobi Manchurian', 'Potato Manchurian', 'Baby Corn Manchurian', 'Mushroom Manchurian', 'Paneer Manchurian', 'Egg Manchurian', 'Chicken Manchurian', 'Fish Manchurian', 'Prawns Manchurian', 'Gobi Chilly', 'Potato Chilly', 'Baby Corn Chilly', 'Mushroom Chilly', 'Paneer Chilly', 'Chilly Egg', 'Chicken Chilly', 'Fish Chilly', 'Prawns Chilly', 'Gobi Schezwan', 'Potato Schezwan', 'Baby Corn Schezwan', 'Mushroom Schezwan', 'Paneer Schezwan', 'Chicken Schezwan', 'Fish Schezwan', 'Prawns Schezwan', 'Masala Papad', 'Veg Biryani Combo', 'Ghee Rice Chicken Pepper Combo', 'Ghee Rice Chicken Pepper with Soft Drink', 'Ghee Rice Chicken Pepper kebab Combo', 'Ghee Rice Chicken Pepper kebab with Soft Drink', 'Chicken Fry Piece Biryani Combo', 'Boneless Chicken Biryani Combo', 'Kebab Biryani Combo', 'Chicken Biryani with Liver Fry Combo', 'Kushka Combo']",Delivery
Beijing Bites,Yes,No,3.4 /5,25,"Varthur Main Road, Whitefield","Takeaway, Delivery","Chinese, Thai, Momos",400,"['Chilli Garlic Chowmein (veg)', 'Chilli Garlic Chowmein (non-veg)', 'Chicken Fried Rice', 'Chilli Chicken', 'Veg Combo2', 'Veg Combo3', 'Non Veg Combo1', 'Non Veg Combo2', 'Veg Bowl', 'Non Veg Bowl', 'Veg Bowl', 'Non Veg Bowl', 'Fried Rice Combo4', 'Honey Chilli Chicken', 'Spring Rolls', 'Crispy Peking Baby Corn', 'Mushroom Pepper Salt', 'Crispy Chilli Vegetable', 'Golden Fried Baby Corn', 'Crispy Dragon Vegetable', 'Peppered Corn Kernels', 'Chilli Garlic Potato', 'Honey Spiced Potato', 'Veg Steamed MomoÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ¢Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x80Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x99s', 'Szechuan Crispy Veg', 'Drums Of Heaven', 'Thai Fried Chicken', 'Dragon Rolls With Garlic Sauce', 'Chicken Spring Rolls', 'Lemon Basil Chicken', 'Dragon Chicken', 'Crispy Peking Chicken', 'Burnt Pepper Chicken', 'Dragon Rolls', 'Pepper Chicken', 'Chicken Pepper Salt', 'Chicken Lollypop', 'Chilli Basil Chicken', 'Crispy Chicken Honey Pepper', 'Thai Chilly Chicken', 'Hunan Tofu', 'Crispy Chilly Baby Corn', 'Hot & Sour (non -veg )', 'Sweet Corn (non-veg)', 'Lung Fung (non-veg)', 'Manchow (non-veg)', 'Hot & Sour (veg )', 'Sweet Corn (veg)', 'Lung Fung (veg)', 'Manchow (veg)', 'Chilli Chowmein (veg)', 'Chilli Garlic Chowmein (veg)', 'Chilli Chowmein (non-veg)', 'Chilli Garlic Chowmein (non-veg)', 'Chinese Chopsuey (veg)', 'Singapore Noodles (veg)', 'American Chopsuey (veg)', 'Dragon Chopsuey (veg)', 'Danmein Noodles (veg)', 'Chinese Chopsuey (non-veg)', 'Singapore Noodles (non-veg)', 'American Chopsuey (non-veg)', 'Dragon Chopsuey (non-veg)', 'Danmein Noodles (chicken)', 'Mixed Chowmein (non-veg)', 'Hakka Noodles (veg)', 'Hakka Noodles (non-veg)', 'Veg Koithio', 'Egg Koithio', 'Chicken Koithio', 'Prawns Koithio', 'Mixed Koithio', 'Egg Fried Rice', 'Shanghai Fried Rice (veg)', 'Szechuan Fried Rice (veg)', 'Chilli Garlic Rice (veg)', 'Chicken Fried Rice', 'Prawn Fried Rice', 'Shanghai Fried Rice (non-veg)', 'Szechuan Fried Rice (non-veg)', 'Mixed Fried Rice (non-veg)', 'Chilli Garlic Rice (non-veg)', 'Chicken Fried Rice', 'Veg Fried Rice', 'Ginger Capsicum Rice (veg)', 'Ginger Capsicum Rice (non-veg)', 'Chilli Chicken', 'Chicken Manchurian', 'Garlic Chicken', 'Szechuan Chicken', 'Kung Pao Chicken', 'Ginger Chicken', 'Honey Hunan Chicken', 'Chicken In Black Pepper Sauce', 'Chicken With Lemon Sauce', 'Stir Fried Broccoli', 'Cauliflower Manchurian', 'Choice Of Vegetables In Pepper Salt', 'Veg Balls In Hot Garlic Sauce', 'Vegetable Dumpling Manchurian', 'Potato Black Pepper Sauce', 'Fried Tofu & Broccoli In Chilli Plum Sauce', 'Veg Steamed Rice / Koithio', 'Hunan Steamed Rice / Koithio (veg)', 'Szechwan Steamed Rice / Koithio (veg)', 'Triple Szechuan Steamed Rice / Koithio (veg)', 'Chicken Steamed Rice / Koithio', 'Prawn Steamed Rice / Koithio', 'Mixed Steamed Rice / Koithio (non-veg)', 'Hunan Steamed Rice / Koithio (non-veg)', 'Szechwan Steamed Rice / Koithio (non-veg)', 'Triple Szechuan Steamed Rice / Koithio (non-veg)', 'Chilli Basil Chicken (non-veg)', 'Veg Combo1', 'Veg Combo2', 'Veg Combo3', 'Veg Combo4', 'Non Veg Combo1', 'Non Veg Combo2']",Delivery
Real Fresh Dosa Corner,No,No,4.2 /5,267,Brookefield,Quick Bites,South Indian,200,[],Delivery
Cold Stone Creamery,Yes,No,4.3 /5,512,Whitefield,Dessert Parlor,"Ice Cream, Desserts",400,[],Delivery
Lenny's- Burgers and more,Yes,No,3.9 /5,38,Whitefield,Quick Bites,"Fast Food, Burger, Beverages, Rolls, Sandwich",400,"['Veg Burger', 'Paneer Burger', 'Dabeli Desi', 'Breaded Chicken Burger', 'Fillet o Fish Burger', '3 Cheese Sandwich', 'Bombay Aloo Sandwich', 'White and Yellow Sandwich', 'Chicken Club Sandwich', 'The Great Indian Burrito Roll', 'Egg Roll', 'French Fries', 'Cheese French Fries', 'Chicken Popcorn', 'Chicken Kieves', 'Oreo Shake', 'Double Chocolate Oreo Shake', 'Choco Peanut Butter Shake', 'Classic Coffee', 'Irish Creme Coffee', 'Veg Burger', 'Paneer Burger', 'Dabeli Desi', 'Breaded Chicken Burger', 'Fillet o Fish Burger', 'Popeye Twist Sandwich', 'Garden Veg Sandwich', '3 Cheese Sandwich', 'Bombay Aloo Sandwich', 'Classic Peanut Butter and Jam Sandwich', 'Tandoori Paneer Sandwich', 'White and Yellow Sandwich', 'Chicken Club Sandwich', 'Paneer Pav', 'Anda Pav', 'Veg Roll', 'The Great Indian Burrito Roll', 'Egg Roll', 'Veg Kievs', 'French Fries', 'Cheese French Fries', 'Chicken Popcorn', 'Chicken Kieves', 'Strawberry Shake', 'Chocolate Shake', 'Butterscotch Shake', 'Rose Shake', 'Mango Shake', 'Oreo Shake', 'Double Chocolate Oreo Shake', 'Road Block Shake', 'Choco Peanut Butter Shake', 'Peanut Butter Banana Shake', 'Strawberry Supreme Shake', 'Mango Supreme Shake', 'Litchi Shake', 'Classic Coffee', 'Irish Creme Coffee', 'Sweet Lassi', 'Salted Lassi', 'Jeera Lassi', 'Butter Milk', 'Mango Lassi', 'Banana Lassi']",Delivery
Arogya Thaana,Yes,No,3.8 /5,72,Whitefield,Beverage Shop,"Beverages, Sandwich",200,[],Delivery
Koylas,Yes,No,3.0 /5,11,Brookefield,Quick Bites,"Kebab, Mughlai, Biryani",400,"['Paneer Tikka', 'Grilled Mushroom', 'Chicken Tikka', 'Chicken Reshmi Tikka', 'Chicken Shahi Tikka', 'Chicken Malai Tikka', 'Chicken Garlic Tikka', 'Chicken Seekh', 'Mutton Seekh', 'Mughlai Chicken Roll', 'Chicken Tikka Roll', 'Chicken Seekh Roll', 'Mutton Seekh Roll', 'Aloo Chaat', 'Baby Corn Tikka', 'Paneer Tikka', 'Grilled Mushroom', 'Mushroom Baby Corn', 'Mix Veg', 'Chicken Tikka', 'Chicken Reshmi Tikka', 'Chicken Shahi Tikka', 'Chicken Kalimirch Tikka', 'Chicken Malai Tikka', 'Chicken Garlic Tikka', 'Chicken Seekh', 'Chicken Methi Tikka', 'Mutton Seekh', 'Aloo Special Tikka Roll', 'Aloo Paneer Roll', 'Aloo Baby Corn Roll', 'Aloo Mushroom Roll', 'Paneer Tikka Roll', 'Paneer Mushroom Roll', 'Paneer Baby Corn Roll', 'Smoke Paneer Roll', 'Mushroom Tikka Roll', 'Mushroom Baby Corn Roll', 'Baby Corn Roll', 'Mix Veg Tikka Roll', 'Mughlai Paneer Roll', 'Mughlai Chicken Roll', 'Chicken Tikka Roll', 'Chicken Reshmi Tikka Roll', 'Chicken Shahi Tikka Roll', 'Chicken Kalimirch Tikka Roll', 'Chicken Malai Tikka Roll', 'Chicken Afghani Tikka Roll', 'Chicken Arbi Tikka Roll', 'Chicken Methi Tikka Roll', 'Smoke Chicken Roll', 'Chicken Garlic Tikka Roll', 'Chicken Seekh Roll', 'Mutton Seekh Roll']",Delivery
Mani's Dum Biryani,Yes,No,4.0 /5,438,Whitefield,Casual Dining,"Biryani, Andhra",750,[],Delivery
Biryani Kitchen,Yes,No,4.3 /5,634,Whitefield,Food Court,Biryani,450,[],Delivery
Goli Vada Pav No. 1,Yes,No,3.7 /5,188,Brookefield,Quick Bites,Street Food,200,[],Delivery
Boondock Bistro,Yes,Yes,3.9 /5,1636,Whitefield,"Casual Dining, Cafe","Steak, Continental, American, Italian, Salad, Cafe",900,[],Delivery
Erivum Puliyum,Yes,No,3.9 /5,60,Brookefield,Quick Bites,"Kerala, South Indian, Seafood",500,[],Delivery
Chaat Bazaar,Yes,No,3.7 /5,35,Whitefield,Quick Bites,Street Food,300,[],Delivery
Andhra Kafe,Yes,No,3.8 /5,247,Whitefield,Casual Dining,"Andhra, South Indian, North Indian, Biryani",550,[],Delivery
Hodge Podge,Yes,No,3.6 /5,10,Whitefield,"Quick Bites, Cafe","Desserts, Cafe",300,"['Inside Out Grilled Cheese Sandwich', 'Classic BBQ Sandwich', 'Grilled Cheese Corn Sandwich', 'Chicken Tikka Sandwich', 'Chicken Coleslaw Sandwich', 'Masala French Toast', 'Cheese Stuffed French Toast', 'Blueberry Cheese French Toast', 'American Omelette Sausage and Toast', 'Chicken Cheese Omelette with Toast', 'Inside Out Grilled Cheese Sandwich', 'Classic BBQ Sandwich', 'Grilled Cheese Corn Sandwich', 'Egg and Cheese Sandwich', 'Chicken Tikka Sandwich', 'Chicken Coleslaw Sandwich', 'Masala French Toast', 'Cheese Stuffed French Toast', 'Blueberry Cheese French Toast', 'American Omelette Sausage and Toast', 'Chicken Cheese Omelette with Toast', 'Chicken Pepperoni Omelette with Toast', 'DBC Shake', 'Lusty Litchi Milkshake', 'Mango Tango Milkshake', 'Oreo Milkshake', 'Butterscotch Cake Milkshake', 'Kit Kat Oreo Milkshake', 'Classic Cold Coffee', 'Hazelnut Cold Coffee', 'Masala Lemonade', 'Pink Lemonade', 'Virgin Mojito', 'Blue Heaven']",Delivery
Spellbound,Yes,No,3.3 /5,11,Whitefield,Quick Bites,"Street Food, Burger, Beverages, Fast Food, Sandwich, Finger Food",400,[],Delivery
Subway,Yes,No,3.4 /5,141,"ITPL Main Road, Whitefield","Quick Bites, Food Court","Healthy Food, Sandwich, Salad",500,[],Delivery
Desi Khana,Yes,No,3.4 /5,243,"Varthur Main Road, Whitefield",Quick Bites,North Indian,300,[],Delivery
McDonald's,Yes,No,3.0 /5,404,Brookefield,Quick Bites,"Burger, Fast Food",500,"['New Chicken Maharaja Mac', 'Veg Maharaja Mac', 'McSpicy Chicken', 'McSpicy Paneer', 'American Cheese Supreme - Chicken', 'McChicken', 'American Cheese Supreme - Veg', 'McVeggie', 'McNuggets', 'Fries', 'Choco hazelnut Shake', 'Oreo Cookie & Cream Shake', 'Salsa Chicken Burger', 'Salsa Cheesy Masala Wedges', 'Salsa Bean Burger', 'Green Chilli Chicken Kebab Naan', 'Green Chilli Aloo Naan', 'Big Spicy Chicken Wrap', 'New Chicken Maharaja Mac', 'Veg Maharaja Mac', 'McSpicy Chicken with Whole Wheat Bun', 'McSpicy Paneer with Whole Wheat Bun', 'McSpicy Chicken', 'McSpicy Paneer', 'American Cheese Supreme - Chicken Whole Wheat Bun', 'American Cheese Supreme - Chicken', 'Salsa Chicken Burger with Whole Wheat Bun', 'Salsa Chicken Burger', 'American Cheese Supreme - Veg with Whole Wheat Bun', 'McChicken with Whole Wheat Bun', 'Salad Wrap', 'Salsa Bean Burger', 'McChicken', 'American Cheese Supreme - Veg', 'McVeggie with Whole Wheat Bun', 'McVeggie', 'Chicken Kebab with Whole Wheat Bun', 'Green Chilli Chicken Kebab Naan', 'Chicken Kebab Burger', 'Chicken Kebab Wrap', 'McAloo Tikki', 'Mexican Aloo wrap', 'Green Chilli Aloo Naan', 'Mexican McAloo Tikki with Whole Wheat Bun', 'Mexican McAlooTikki', 'McAloo Tikki with Whole Wheat Bun', 'Choco hazelnut Shake', 'Oreo Cookie & Cream Shake', 'McSpicy Chicken with Whole Wheat Bun', 'McSpicy Paneer with Whole Wheat Bun', 'Share Shakes', 'Shakes', 'American Cheese Supreme - Chicken Whole Wheat Bun', 'American Cheese Supreme - Chicken', 'McCafe Hot coffee', 'Salsa Bean Burger with Whole Wheat Bun', 'McChicken with Whole Wheat Bun', 'American Cheese Supreme - Veg with Whole Wheat Bun', 'Mexican cheesy Fries', 'American Cheese Supreme - Veg', 'McVeggie with Whole Wheat Bun', 'Mccafe Muffins', 'Chicken Kebab with Whole Wheat Bun', 'Green Chilli Chicken Kebab Naan', 'Chicken Kebab Burger', 'Chicken Kebab Wrap', 'Chicken Strips', 'Mexican Aloo wrap', 'Mexican McAloo Tikki with Whole Wheat Bun', 'Green Chilli Aloo Naan', 'Mexican McAlooTikki', 'Masala Wedges', 'McAloo Tikki with Whole Wheat Bun', 'Big Spicy Chicken', 'New Chicken Maharaja Mac', 'Veg Maharaja Mac', 'McSpicy Paneer', 'McSpicy Chicken', 'Chicken McNuggets', 'Salsa Bean Burger with Whole Wheat Bun', 'American Cheese Supreme - Chicken', 'Salsa Chicken Burger with Whole Wheat Bun', 'Salsa Chicken Burger', 'Salad Wrap', 'Salsa Bean Burger', 'McChicken', 'American Cheese Supreme - Veg', 'McVeggie', 'Chicken Kebab Burger', 'Chicken Kebab Wrap', 'Green Chilli Chicken Kebab Naan', 'Mexican Aloo wrap', 'Green Chilli Aloo Naan', 'Mexican McAlooTikki', 'Wheat Bun Meals', 'American Cheese Supreme - Chicken', 'Salsa Chicken Burger', 'Salsa Bean Burger', 'McChicken', 'American Cheese Supreme - Veg', 'McVeggie', 'Chicken Strips', 'Wheat Bun Happy Meals', 'McAloo Tikki', 'Pizza McPuff', 'Masala Wedges', 'Rice Bowls', 'Rice Bowl Combos', 'Rice Meals', 'McNuggets', 'Mexican cheesy Fries', 'Salsa Cheesy Masala Wedges', 'Chicken Strips', 'McWings', 'Fries', 'Pizza McPuff', 'Masala Wedges', 'Piri piri', 'Veg Dips', 'McWings', 'Smoothie', 'Double Chocolate Frappe', 'McCafe Frappe', 'Oreo Cookie & Cream Shake', 'McCafe Classic Coffee', 'McCafe Ice Coffee', 'McCafe Ice Tea', 'Shakes', 'Coke', 'Fanta', 'Sprite', 'Thums Up', 'Schweppes Water', 'Smoothies', 'Double Chocolate Frappe', 'McCafe Frappe', 'McCafe Pastries', 'McCafe Classic Coffee', 'Share Shakes', 'McCafe Ice Coffee', 'McCafe Lemon Ice Tea', 'McCafe Green Apple Tea', 'McCafe Strawberry Ice Tea', 'Chocolate Based', 'Hot Tea', 'McCafe Hot coffee', 'Hot Coffee', 'McCafe Slice Cakes', 'McCafe Pastry', 'McCafe Slice Cake', 'McCafe Muffins']",Delivery
Cupcake Bliss,Yes,No,3.5 /5,4,East Bangalore,Bakery,Bakery,250,[],Delivery
Chai Point,Yes,No,3.9 /5,131,Brookefield,"Beverage Shop, Quick Bites","Fast Food, Beverages",250,[],Delivery
Glen's Bakehouse,Yes,Yes,4.2 /5,815,Whitefield,"Bakery, Cafe","Bakery, Cafe, Italian, Desserts",600,[],Delivery
